"C3L-02544-06","C3N-00518-01","C3L-00770-11","C3L-00586-03","93e30fd5-e57e-4503-a175-863c7d","C3L-00586-13","C3N-01179-05","C3N-01179-01","C3L-00583-06","C3N-03490-06","C3L-00981-06","C3L-02169-07","C3N-04176-09","C3N-01858-11","C3L-00136-13","C3N-01761-05","C3L-02809-04","C3L-01951-01","C3N-01505-01","C3N-03008-11"
43,18,10,10,13,4,19,61,29,23,43,6,14,14,10,39,21,26,24,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,287,277,1276,191,115,11,102,15,482,6,47,65,372,36,134,77,222,947,99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,12,11,3,0,6,0,1,2,2,2,14,0,9,4,9,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,1610,1134,1889,996,398,1166,1197,2535,8341,1192,1371,2232,679,501,1467,1632,1648,1455,322
7,3,38,15,20,13,3,11,1,6,17,1,3,6,4,3,11,2,6,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,26,15,5,62,4,14,10,30,3,9,30,34,115,12,39,39,4,26,22
2,1,12,2,0,5,0,0,1,0,1,1,0,0,5,0,1,1,0,13
1,2,6,3,1,3,1,1,3,5,3,2,5,6,4,1,4,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,5,0,22,0,0,0,11,6,2,4,4,0,1,0,2,9,79,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,20,1,7,2,22,69,14,39,20,10,38,28,6,60,3,40,1,2
1,5,15,9,33,5,1,7,4,0,1,26,9,0,1,12,2,0,2,0
14,7,431,43,2,39,11,28,8,34,5,11,11,67,6,22,16,12,13,14
0,0,120,2,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0
0,4,4,3,6,1,0,1,0,1,2,5,5,0,0,1,0,1,1,1
61,76,35,107,100,8,35,92,49,95,46,27,44,0,2,84,49,22,156,2
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
11,9,33,9,4,10,3,6,9,4,9,5,10,7,26,6,10,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,4,4,5,0,1,4,7,6,8,21,3,1,0,1,0,3,0,0,0
0,0,0,0,0,2,0,0,0,1,1,3,0,0,3,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,43,49,54,0,24,0,0,0,0,0,0,76,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,19,91,42,28,11,14,29,28,41,33,35,58,30,1,41,26,26,33,8
86,267,89,92,169,34,67,162,131,91,56,102,118,269,68,162,202,278,140,64
81,208,175,158,149,8,55,111,50,148,39,152,157,25,26,105,71,77,93,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,18,1,10,0,4,15,2,4,3,28,14,19,4,29,3,10,6,15
6,24,45,12,29,9,6,17,11,10,8,4,7,7,14,18,12,34,7,3
14,16,4,1,6,2,16,15,22,12,21,12,26,41,12,57,14,21,15,0
4,14,63,15,3,23,6,13,6,0,9,11,13,68,24,4,25,15,12,42
31,22,71,36,17,35,38,22,45,23,35,15,31,52,32,51,36,31,51,37
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
39,28,39,179,23,63,26,33,55,27,32,27,50,68,192,137,37,46,78,25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,2,2,8,0,0,4,2,2,3,3,5,2,6,1,6,2,3,0
0,0,0,2,1,0,2,0,1,11,0,1,4,0,0,6,0,0,0,0
1,11,5,3,7,0,0,3,0,6,3,11,8,5,0,2,0,5,2,2
36,3,98,44,4,29,15,34,17,7,10,1,1,25,6,10,44,16,116,0
1,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,1,1,0
0,0,35,0,0,9,0,0,0,0,0,0,0,4,3,0,0,0,0,1
0,15,0,2,2,2,1,4,3,25,2,11,13,2553,183,0,66,4,40,6613
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,11,192,71,82,30,13,8,12,23,15,45,70,28,52,26,11,5,6,13
0,0,3,0,3,0,0,4,0,1,0,0,2,1,2,1,0,1,1,0
41,69,75,122,47,46,25,37,63,50,22,44,50,48,31,108,59,25,45,27
1,0,0,0,5,1,1,2,0,0,1,6,28,8,0,3,0,2,3,2
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
0,0,0,1,4,0,0,0,1,2,2,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,2,0,0,2,0,0,2,0,0,2,0,1,4,0,0,0,0,4,0
179,54,360,135,177,151,165,250,163,47,178,104,87,31,180,5,45,223,1,21
47,8,31,10,13,23,48,36,67,8,52,4,15,25,56,20,14,25,14,3
0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,0
6,0,17,13,11,11,7,21,3,15,10,1,6,21,2,7,0,2,12,7
0,4,4,4,3,0,0,4,0,1,1,2,0,0,0,2,0,2,0,0
0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,4,6,2,0,5,20,15,9,7,8,14,0,21,15,3,17,16,3
0,1,1,2,7,1,2,4,0,8,2,1,10,0,3,5,1,3,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2,3,0,1,0,4,3,1,0,0,2,0,0,0,3,2,2,0,0
9,38,6,13,35,12,10,39,9,21,12,42,34,35,24,14,26,95,98,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,3,2,2,0,7,0,0,20,0,0,0,1,0,0
0,2,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,1,5,0
0,0,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,0,1,0,6,1,9,12,0,0,1,0,5,5,0
0,1,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
31,17,32,39,18,30,17,37,46,16,45,11,27,10,10,10,6,28,34,2
4,0,0,0,0,1,0,0,1,0,0,3,3,0,2,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,6,0
1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
48,276,100,397,706,53,136,231,313,174,137,395,659,130,74,127,91,218,776,51
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0
0,13,12,0,3,0,0,0,0,3,0,21,26,4,12,3,0,0,0,3
1,0,0,0,0,0,2,0,4,0,1,1,0,0,0,0,0,2,0,0
95,125,79,82,124,54,77,259,94,74,65,67,153,128,132,128,73,183,221,122
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,0,1,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0
88,33,53,13,14,20,80,91,51,30,62,11,42,78,36,118,26,35,36,4
28,13,11,2,25,5,28,7,58,9,42,52,164,22,11,33,6,1,5,21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,5,34,16,48,31,15,24,18,9,35,16,59,48,52,31,38,21,20,35
20,10,10,7,4,0,11,31,11,22,10,7,3,4,10,19,0,18,20,0
1,0,15,1,0,1,1,0,4,3,1,4,5,25,1,4,4,3,4,9
0,0,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,1,2,28,1,0,6,4,8,16,0,2,5,4,3,3,1,16,35,0
32,46,58,77,53,31,20,66,33,36,29,39,74,59,21,82,62,101,33,91
20,19,10,6,10,1,12,17,13,61,13,14,21,10,8,45,16,15,9,2
705,618,724,1136,893,575,289,716,229,853,664,390,863,812,540,392,821,544,721,454
2,9,51,2,3,10,0,6,3,3,5,3,2,29,10,7,4,10,5,7
8,15,1,1,8,2,2,12,1,3,2,3,8,5,0,4,6,39,13,0
0,2,20,0,0,4,0,0,2,0,0,0,2,9,8,4,1,0,0,7
12,11,71,17,22,19,10,7,7,8,7,9,34,14,26,25,15,20,6,65
10,0,2,0,0,0,3,0,2,3,8,0,2,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,7,0,2,2,0,3,1,0,2,0,1,0,6,2,0,5,1,3
0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,1,2,7,0
1,3,0,1,0,1,1,8,2,2,6,0,3,0,0,3,0,10,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,93,106,19,57,16,64,263,101,96,52,41,115,28,48,329,118,128,361,12
6,6,38,7,5,4,6,18,7,21,10,6,8,29,20,16,17,6,8,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,38,11,11,81,5,2,5,7,7,9,81,59,5,15,51,35,14,8,17
23,3,11,34,6,11,13,43,25,26,12,6,11,8,4,9,2,23,22,3
49,26,44,32,40,23,25,84,57,24,42,25,29,17,28,53,21,29,78,2
32,350,718,3258,551,226,13,153,16,529,15,81,82,547,37,162,273,131,836,100
15,23,39,69,40,36,15,44,19,22,21,15,18,23,15,20,31,32,15,4
28,6,79,7,12,14,23,23,28,22,26,6,26,50,21,25,13,8,16,11
11,1090,19,147,2092,11,1,4,18,47,9,7195,7084,2389,121,14,243,18,9,144
1,2,7,8,3,2,0,0,2,2,0,6,5,0,5,4,6,0,2,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,11,71,9,11,24,24,28,20,4,38,7,10,21,12,11,26,31,34,2
1,0,6,2,3,2,1,8,2,0,0,0,1,3,5,0,0,2,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1,9,57,4,2,1,3,3,1,33,126,0,6,6,3,2,2,2
4,13,9,4,0,0,1,11,2,10,1,2,5,34,3,2,16,3,0,18
776,4542,1432,1476,13051,321,423,945,1744,1272,480,612,2860,295,315,1263,5040,358,98836,755
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,20,13,43,3,19,29,18,18,9,15,28,14,10,27,4,11,36,6
0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
45,10,13,20,1,8,30,46,32,15,24,3,13,40,13,16,9,13,11,14
4964,476,138,795,485,413,2501,2838,3054,2,4132,351,702,26,428,8,357,705,5,2
2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
25,40,258,88,50,131,47,53,46,21,29,35,66,194,102,61,57,105,56,177
0,0,2,1,0,3,0,0,0,0,0,1,4,0,296,0,0,0,0,0
8,11,4,7,6,5,3,7,8,4,4,0,3,23,14,10,6,8,3,0
4,4,2,5,2,2,0,6,3,16,5,1,1,11,4,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,2,1,2,2,0,0,0,0,5,1,0,2,0
7,36,180,89,44,121,8,17,21,3,5,9,11,55,72,13,28,35,42,45
1,2,9,4,1,0,0,18,10,34,4,4,4,0,4,0,1,2,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,1,1,38,18,18,1,38,3,1,0,0,2,6,18,0,0
0,0,1,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0
51,27,183,82,112,41,25,33,65,41,62,20,48,46,69,40,57,20,46,24
12,6,6,5,16,1,9,11,5,8,5,4,13,7,6,6,2,2,6,0
1,0,4,6,1,5,2,3,2,1,2,3,1,9,0,1,1,4,5,1
145,57,36,12,17,20,91,276,155,39,113,14,86,47,24,154,55,228,28,3
4,1,0,5,1,0,1,7,6,4,0,0,2,0,0,7,2,2,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,1,0,0
2,1,5,3,1,3,4,12,5,5,1,3,0,6,8,3,2,1,27,2
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,7,8,4,17,5,9,3,4,2,1,2,7,7,2,3,7,12,15,6
34,7,21,13,7,2,17,48,17,16,18,15,21,13,12,12,9,28,19,13
0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,2,1,0
30,18,36,73,51,12,21,41,20,34,25,35,34,21,8,51,18,29,78,1
64,10,3,3,25,0,50,98,75,24,68,48,43,5,4,84,38,39,22,0
2,0,5,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
192,219,146,422,221,39,65,96,142,217,149,201,248,82,64,253,161,136,412,24
2,63,28,91,2,22,0,4,1,7,1,1,5,0,29,4,5,5,13,0
2,1,11,15,8,11,1,0,3,0,3,1,0,8,8,1,2,1,1,1
21,1,168,6,12,47,0,9,5,3,20,10,7,68,67,7,4,4,3,27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,27,27,3,7,3,6,20,20,12,4,25,22,55,12,12,23,47,50,0
11,14,0,6,4,1,6,24,4,6,4,0,2,8,4,7,2,16,3,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,334,570,368,357,176,380,945,595,243,322,123,215,386,153,454,275,950,197,170
27,12,22,20,7,17,14,23,9,10,24,6,13,2,13,35,19,9,17,7
24,11,19,11,16,8,9,30,14,17,14,18,25,22,21,15,7,27,21,4
52,52,206,54,72,84,39,80,67,33,41,43,101,159,146,77,75,55,51,111
0,1,0,3,3,0,5,8,1,0,3,0,3,0,1,0,0,0,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,23,29,49,7,5,13,5,10,7,30,23,2,82,10,4,12,21,9
18,6,25,34,3,11,5,10,11,10,20,0,6,14,7,5,8,13,18,5
53,22,15,52,19,3,32,33,61,57,42,17,12,10,7,33,5,21,31,3
2,2,1,3,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,2,1,1,1,0,3,0,0,2,0,1,1,1,0,0,3
37,24,183,73,42,127,27,41,20,46,34,32,45,98,175,39,47,53,28,129
0,0,0,0,0,0,1,0,5,16,0,0,0,0,0,0,0,0,0,0
4,8,8,4,3,4,3,10,2,7,3,2,7,47,5,7,6,19,13,5
6,5,36,9,9,12,7,11,3,3,5,2,7,6,10,6,8,5,4,18
5,2,29,9,1,21,1,5,11,2,5,6,1,13,9,2,2,4,1,29
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
0,0,3,1,0,1,0,0,3,0,0,3,2,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,0,2,0,0,1,0,3,0,0,0,0,1,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,25,63,38,154,14,18,21,23,35,52,29,28,5,46,50,28,32,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,10,4,7,3,3,1,3,18,7,2,7,0,2,3,3,5,20,0
17,5,2,0,0,1,14,9,14,5,3,0,5,0,1,8,5,9,6,8
176,10,32,11,19,4,64,61,116,17,181,8,11,8,20,32,9,22,3,0
30,13,63,45,30,42,24,20,40,28,24,22,42,80,25,26,21,33,25,67
52,23,27,106,50,17,37,40,62,53,46,13,28,25,42,20,43,16,15,2
29,1,16,0,0,0,5,1,1,2,4,3,0,4,5,2,0,5,0,0
39,34,62,44,8,23,12,18,17,17,23,13,28,14,33,29,27,19,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,83,30,200,67,44,32,143,43,81,32,79,105,182,30,96,80,125,84,22
29,75,80,104,71,48,13,53,32,46,28,50,65,113,61,54,88,41,41,101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,8,7,3,57,2,8,11,11,24,1,17,34,15,6,56,6,12,5,12
30,9,57,4,10,10,26,31,33,7,12,13,23,38,4,13,15,18,34,6
23,1,15,0,2,2,10,10,3,9,8,2,11,0,1,16,1,4,1,1
34,17,76,27,48,40,30,37,32,10,36,17,27,63,67,24,25,25,24,76
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,86,149,82,32,48,68,156,58,48,49,33,82,116,89,73,46,137,40,41
50,42,474,91,69,176,32,59,46,64,32,30,93,330,181,71,76,77,56,233
4,10,7,3,1,0,0,5,2,2,0,3,6,1,14,3,11,15,116,1
4,12,122,54,67,46,3,5,4,17,3,2,14,7,19,5,19,7,15,15
0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,72,31,2,22,5,11,8,4,2,12,11,42,58,115,12,30,17,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,2,0,1,0,0,1,2,0,1,1,0,0,1,0,1
1,0,0,0,0,0,1,0,4,1,2,1,6,5,1,1,0,0,2,0
14,14,77,27,15,59,10,17,20,25,14,6,14,18,72,24,29,15,9,91
25,7,40,10,23,24,9,6,16,9,11,9,8,38,87,12,10,6,16,19
34,3,15,13,5,0,43,22,45,4,67,1,6,1,1,4,3,5,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,6,0,2,4,1,20,2,36,6,41,24,64,8,0,8,6,4,2,1
25,5,20,1,21,5,13,15,17,9,9,12,9,15,1,6,9,8,13,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,0,3,4,9,2,26,5,14,12,58,1,3,10,195,0,13,0,177,37
0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,3,1,2,3,6,4,6,1,5,3,2,20,1,2,2,3,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3,30,30,27,11,9,6,15,4,6,5,8,8,3,5,4,8,14,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,2,1,0,2,0,0,1,0,6,0,0,6,5,0,0,1,2,0
2,0,7,5,0,0,4,1,4,0,2,0,2,0,0,1,2,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,0,0,1,7,1,8,0,3,3,6,2,0,2,1,0,0
1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3,1
2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,2
4,6,10,11,3,7,3,16,13,3,3,2,3,6,17,14,4,6,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,39,19,24,15,3,14,4,5,3,14,19,24,6,10,14,12,9,18
0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
0,1,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,2,1,0,0,0,0,2,1,0,0,0,0,3,0,0
0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1,5,3,3,0,0,0,0,0,2,2,1,0,4,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,77,3,7,14,4,7,10,7,9,5,7,18,26,5,2,1,0,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,12,25,6,6,6,2,4,6,1,7,9,3,8,7,5,5,2,8,10
13,5,14,3,0,1,15,307,14,1,26,1,4,1,3,10,2,353,14,0
3,2,8,2,8,0,28,49,2,4,0,1,7,1,6,4,2,0,9,0
10,7,6,32,7,5,12,24,11,12,6,8,8,0,4,4,2,25,3,0
0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5,0,0,1,1,0,3,1,4,0,6,13,0,2,1,0,1,0,1,0
0,0,0,1,0,0,1,1,3,1,0,1,1,0,0,1,0,0,3,0
6,3,13,2,4,1,1,3,1,1,1,2,3,7,0,3,0,3,2,4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,57,0,0,10,2,0,0,0,0,1,1,35,38,0,0,0,0,49
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,8,1,3,0,3,24,6,7,3,5,8,11,7,49,6,10,4,3
29,0,1,0,0,0,1,0,27,0,2,0,0,0,0,0,0,0,0,0
1502,1607,906,2391,2463,403,853,2005,1109,1321,1181,1265,1466,812,515,1690,1494,1735,1119,680
7,6,18,38,8,8,9,14,6,7,3,10,24,0,21,5,6,4,10,1
0,0,247,1,0,4,0,1,1,0,0,0,0,6,18,1,0,0,0,0
12,8,17,4,1,5,14,30,12,1,3,0,9,4,20,4,2,13,4,1
7,12,7,15,3,8,11,29,1,2,1,3,7,0,4,3,3,11,5,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,327,978,5527,736,529,41,182,106,1096,53,159,190,1226,115,280,236,551,1813,152
224,436,647,1069,604,73,171,327,244,671,163,119,198,159,23,527,143,295,621,32
2,0,0,5,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0
24,0,0,1,1,0,9,7,15,1,34,1,1,0,0,1,12,23,0,0
9,3,8,1,1,0,5,14,7,5,6,1,9,3,2,11,3,12,0,0
16,7,36,8,18,10,9,12,14,9,7,1,2,6,5,4,4,3,3,3
1,0,1,1,1,0,0,4,1,0,1,0,4,3,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,1,4,5,4,0,0,2,1,1,1,1
1,1,6,0,0,1,0,0,2,0,0,0,0,0,3,3,0,1,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,30,429,67,37,166,106,48,140,32,100,43,28,80,695,50,74,80,54,37
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0
1,0,0,0,1,0,0,1,1,0,1,0,3,0,0,1,2,6,4,0
2,1,5,4,8,0,1,1,0,2,1,4,4,1,0,2,5,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,14,0,14,14,4,1,6,19,3,17,4,2,0,19,1,49,25,0,0
77,42,40,51,67,6,26,70,44,84,51,55,101,0,12,69,26,67,47,4
49,23,51,28,13,30,38,74,56,17,30,11,26,29,76,35,16,33,15,38
1,6,72,21,13,5,4,3,2,8,4,6,8,32,15,44,2,4,13,4
291,181,410,731,276,379,219,271,382,779,188,310,326,399,276,341,272,336,223,541
66,71,19,47,40,12,35,74,51,75,34,38,20,28,17,56,19,112,39,24
0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,21,29,9,17,13,14,23,26,3,18,6,13,43,8,35,33,10,11,9
7,5,0,1,5,1,1,2,7,26,0,1,2,0,0,2,5,3,9,4
0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0
0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,56,1,3,0,0,1,0,4,0,4,6,0,3,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5,2,4,3,4,4,1,2,1,6,3,1,5,5,9,2,3,5,5,0
3,6,3,9,14,0,1,2,0,1,0,1,11,0,0,1,2,11,0,0
5,28,3,9,6,3,6,10,7,8,3,29,37,4,1,13,21,11,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0
0,0,1,3,10,0,0,2,0,0,0,0,4,0,0,0,3,2,0,0
4,18,4,147,5,9,0,15,4,28,22,20,12,1,7,24,7,53,111,0
60,8,165,32,18,45,44,51,63,9,75,9,15,10,24,45,10,17,8,4
59,31,149,51,27,18,27,79,46,40,61,36,29,17,55,61,25,34,28,18
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,2,0,0,2,6,2,3,2,3,0,0,3,0,15,1,1,7,6
84,36,123,150,48,58,69,92,68,84,85,71,57,65,42,104,61,56,53,114
